protocol,date,level_name,level,flush_timestamp,reclaim_timestamp,signal_timestamp,entry_price,swept_low,flush_depth,prior_touch_groups,acceptance_closes_above_L,non_acceptance_closes,multi_level_flush_count,confirmation,source_classification,mfe_60m,mae_60m,risk_to_sweep,tp2_hit,tp3_hit,next_level_hit,stop_first,expectancy_points_slippage_0_5
non_acceptance_protocol,2026-03-27,atr_minus_1,6413.91,2026-03-27T14:06:00-04:00,2026-03-27T14:07:00-04:00,2026-03-27T14:28:00-04:00,6417,6413.25,0.66,1,16,5,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,4,28,4,true,true,false,false,2.5
simple_reclaim_unclassified,2026-03-27,atr_minus_1,6413.91,2026-03-27T14:40:00-04:00,2026-03-27T14:58:00-04:00,2026-03-27T14:58:00-04:00,6414.5,6398.25,15.66,3,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,4.75,25.5,16.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_3,6460.36,2026-03-27T08:56:00-04:00,2026-03-27T09:00:00-04:00,2026-03-27T09:02:00-04:00,6464.75,6454,6.36,0,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,12.25,13,11,true,true,true,false,2.5
simple_reclaim_unclassified,2026-03-27,ext_minus_3,6460.36,2026-03-27T09:29:00-04:00,2026-03-27T09:31:00-04:00,2026-03-27T09:31:00-04:00,6464.75,6458.75,1.61,3,7,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,22.25,13,6.25,true,true,true,true,-6.75
non_acceptance_protocol,2026-03-27,ext_minus_3,6460.36,2026-03-27T10:17:00-04:00,2026-03-27T10:18:00-04:00,2026-03-27T10:23:00-04:00,6481,6459,1.36,7,2,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,9.25,24,22.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_3,6460.36,2026-03-27T10:17:00-04:00,2026-03-27T10:18:00-04:00,2026-03-27T10:21:00-04:00,6461.25,6459,1.36,7,2,6,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,29,4.25,2.5,true,true,true,true,-3
classic_acceptance_backtest_from_below,2026-03-27,ext_minus_3,6460.36,2026-03-27T11:09:00-04:00,2026-03-27T11:13:00-04:00,2026-03-27T11:15:00-04:00,6460.75,6457,3.36,9,3,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,7.25,12,4,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_3,6460.36,2026-03-27T11:09:00-04:00,2026-03-27T11:13:00-04:00,2026-03-27T11:20:00-04:00,6462.75,6457,3.36,9,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,5.25,21.5,6,true,true,false,true,-6.5
classic_acceptance_backtest_from_below,2026-03-27,ext_minus_3,6460.36,2026-03-27T11:33:00-04:00,2026-03-27T11:47:00-04:00,2026-03-27T11:48:00-04:00,6462.5,6448.75,11.61,9,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,5.5,31,14,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_3,6460.36,2026-03-27T11:33:00-04:00,2026-03-27T11:47:00-04:00,2026-03-27T12:06:00-04:00,6464,6448.75,11.61,9,4,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,4,38.75,15.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_2,6474.71,2026-03-27T08:32:00-04:00,2026-03-27T08:33:00-04:00,2026-03-27T08:37:00-04:00,6475.25,6474,0.71,0,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,18.25,21.25,1.5,true,true,true,true,-2
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_2,6474.71,2026-03-27T08:53:00-04:00,2026-03-27T09:17:00-04:00,2026-03-27T09:20:00-04:00,6476,6454,20.71,5,1,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,5.25,24.25,22.25,true,true,false,true,-22.75
classic_acceptance_backtest_from_below,2026-03-27,ext_minus_2,6474.71,2026-03-27T09:37:00-04:00,2026-03-27T10:03:00-04:00,2026-03-27T10:04:00-04:00,6475.75,6451.75,22.96,6,3,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,14.5,18,24.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_2,6474.71,2026-03-27T09:37:00-04:00,2026-03-27T10:03:00-04:00,2026-03-27T10:23:00-04:00,6481,6451.75,22.96,6,3,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,9.25,24,29.5,true,true,true,false,2.5
non_acceptance_protocol,2026-03-27,ext_minus_2,6474.71,2026-03-27T10:23:00-04:00,2026-03-27T10:27:00-04:00,2026-03-27T10:40:00-04:00,6475.5,6462.75,11.96,9,14,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,7.5,26.75,13,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-27,ext_minus_2,6474.71,2026-03-27T10:23:00-04:00,2026-03-27T10:27:00-04:00,2026-03-27T10:28:00-04:00,6477.75,6462.75,11.96,9,14,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,12.5,23.75,15.25,true,true,true,false,2.5
simple_reclaim_unclassified,2026-03-27,ext_minus_1,6489.05,2026-03-27T07:48:00-04:00,2026-03-27T07:51:00-04:00,2026-03-27T07:51:00-04:00,6493,6486.75,2.3,1,5,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,3.75,26.75,6.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-27,ext_minus_1,6489.05,2026-03-27T08:11:00-04:00,2026-03-27T08:20:00-04:00,2026-03-27T08:24:00-04:00,6492,6479.5,9.55,5,2,1,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,4.75,38,12.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-27,ext_minus_1,6489.05,2026-03-27T08:40:00-04:00,2026-03-27T08:46:00-04:00,2026-03-27T08:47:00-04:00,6490.25,6474,15.05,7,3,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3.25,38.5,16.5,true,true,false,false,2.5
simple_reclaim_unclassified,2026-03-27,put_trigger,6506.8,2026-03-27T05:56:00-04:00,2026-03-27T06:55:00-04:00,2026-03-27T06:55:00-04:00,6508,6489.25,17.55,4,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,0.5,21.25,19,false,false,false,true,-19.5
simple_reclaim_unclassified,2026-03-27,prev_close,6535.5,2026-03-26T19:43:00-04:00,2026-03-26T19:44:00-04:00,2026-03-26T19:44:00-04:00,6536.5,6534.75,0.75,1,6,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,13,2.25,2,true,true,false,true,-2.5
simple_reclaim_unclassified,2026-03-27,prev_close,6535.5,2026-03-27T03:09:00-04:00,2026-03-27T03:11:00-04:00,2026-03-27T03:11:00-04:00,6538.5,6534.5,1,6,6,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2.25,29.75,4.25,true,false,false,false,1.5
classic_acceptance_backtest_from_below,2026-03-27,call_trigger,6564.2,2026-03-26T23:13:00-04:00,2026-03-27T00:12:00-04:00,2026-03-27T00:13:00-04:00,6565.25,6549.25,14.95,0,8,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3.25,9,16.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-27,call_trigger,6564.2,2026-03-27T00:32:00-04:00,2026-03-27T01:20:00-04:00,2026-03-27T01:21:00-04:00,6565.25,6556.25,7.95,2,10,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,1.75,18,9.25,false,false,false,true,-9.75
simple_reclaim_unclassified,2026-03-30,put_trigger,6368.33,2026-03-29T18:32:00-04:00,2026-03-29T18:33:00-04:00,2026-03-29T18:33:00-04:00,6372.25,6367,1.33,0,13,1,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,22.75,12,5.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-30,put_trigger,6368.33,2026-03-29T18:53:00-04:00,2026-03-29T18:54:00-04:00,2026-03-29T19:06:00-04:00,6369.25,6367.75,0.58,4,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,25.75,6.25,1.75,true,true,false,true,-2.25
non_acceptance_protocol,2026-03-30,put_trigger,6368.33,2026-03-29T19:14:00-04:00,2026-03-29T19:17:00-04:00,2026-03-29T19:17:00-04:00,6374.25,6363.75,4.58,6,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,20.75,11.25,10.75,true,true,false,false,2.5
non_acceptance_protocol,2026-03-30,put_trigger,6368.33,2026-03-29T19:50:00-04:00,2026-03-29T19:56:00-04:00,2026-03-29T20:02:00-04:00,6374,6363,5.33,7,16,2,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,13.5,5.75,11.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,put_trigger,6368.33,2026-03-29T19:50:00-04:00,2026-03-29T19:56:00-04:00,2026-03-29T19:57:00-04:00,6369,6363,5.33,7,16,2,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,16.75,1.25,6.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,put_trigger,6368.33,2026-03-30T14:10:00-04:00,2026-03-30T14:17:00-04:00,2026-03-30T14:18:00-04:00,6368.5,6363.25,5.08,11,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,25.75,9,5.5,true,true,false,true,-6
classic_acceptance_second_attempt_reclaim,2026-03-30,put_trigger,6368.33,2026-03-30T14:10:00-04:00,2026-03-30T14:17:00-04:00,2026-03-30T14:20:00-04:00,6369.25,6363.25,5.08,11,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,25,9.75,6.25,true,true,false,true,-6.75
non_acceptance_protocol,2026-03-30,put_trigger,6368.33,2026-03-30T14:38:00-04:00,2026-03-30T14:39:00-04:00,2026-03-30T14:41:00-04:00,6374.25,6366.5,1.83,15,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,20,3.75,8,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,prev_close,6398,2026-03-29T20:50:00-04:00,2026-03-29T21:49:00-04:00,2026-03-29T21:50:00-04:00,6400,6380.25,17.75,0,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,10.75,5,20,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-30,prev_close,6398,2026-03-29T20:50:00-04:00,2026-03-29T21:49:00-04:00,2026-03-29T22:00:00-04:00,6399.25,6380.25,17.75,0,4,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,11.5,2.75,19.25,true,true,false,false,2.5
non_acceptance_protocol,2026-03-30,prev_close,6398,2026-03-30T12:31:00-04:00,2026-03-30T12:36:00-04:00,2026-03-30T12:39:00-04:00,6403.25,6393.75,4.25,4,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,10.25,13.5,9.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,prev_close,6398,2026-03-30T12:31:00-04:00,2026-03-30T12:36:00-04:00,2026-03-30T12:37:00-04:00,6399,6393.75,4.25,4,16,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,14.5,9.25,5.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,prev_close,6398,2026-03-30T13:06:00-04:00,2026-03-30T13:11:00-04:00,2026-03-30T13:12:00-04:00,6398.25,6395.5,2.5,7,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,5.75,35,3,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-30,prev_close,6398,2026-03-30T13:06:00-04:00,2026-03-30T13:11:00-04:00,2026-03-30T13:14:00-04:00,6399.5,6395.5,2.5,7,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,4.5,36.25,4.25,true,true,false,false,2.5
simple_reclaim_unclassified,2026-03-30,prev_close,6398,2026-03-30T13:31:00-04:00,2026-03-30T13:36:00-04:00,2026-03-30T13:36:00-04:00,6399,6391.75,6.25,9,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,0.25,39.5,7.5,false,false,false,true,-8
non_acceptance_protocol,2026-03-30,call_trigger,6427.67,2026-03-30T00:43:00-04:00,2026-03-30T01:42:00-04:00,2026-03-30T01:56:00-04:00,6429,6412,15.67,0,16,2,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,9,6.25,17.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,call_trigger,6427.67,2026-03-30T00:43:00-04:00,2026-03-30T01:42:00-04:00,2026-03-30T01:43:00-04:00,6428,6412,15.67,0,16,2,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,7.5,5.25,16.25,true,true,false,false,2.5
simple_reclaim_unclassified,2026-03-30,call_trigger,6427.67,2026-03-30T02:02:00-04:00,2026-03-30T02:08:00-04:00,2026-03-30T02:08:00-04:00,6430.5,6423.5,4.17,4,8,1,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,9.25,7.75,7.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,call_trigger,6427.67,2026-03-30T02:28:00-04:00,2026-03-30T02:30:00-04:00,2026-03-30T02:31:00-04:00,6428.25,6424.5,3.17,7,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,17,5.5,4,true,true,false,true,-4.5
classic_acceptance_second_attempt_reclaim,2026-03-30,call_trigger,6427.67,2026-03-30T02:28:00-04:00,2026-03-30T02:30:00-04:00,2026-03-30T02:34:00-04:00,6429.5,6424.5,3.17,7,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,16.5,5.75,5.25,true,true,false,true,-5.75
classic_acceptance_second_attempt_reclaim,2026-03-30,call_trigger,6427.67,2026-03-30T08:49:00-04:00,2026-03-30T08:51:00-04:00,2026-03-30T09:09:00-04:00,6428.75,6425.75,1.92,11,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,27,14.25,3.25,true,true,true,true,-3.75
non_acceptance_protocol,2026-03-30,call_trigger,6427.67,2026-03-30T09:11:00-04:00,2026-03-30T09:12:00-04:00,2026-03-30T09:12:00-04:00,6433.25,6426,1.67,14,3,2,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,22.5,18.75,7.5,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-30,call_trigger,6427.67,2026-03-30T09:11:00-04:00,2026-03-30T09:12:00-04:00,2026-03-30T09:16:00-04:00,6429.25,6426,1.67,14,3,2,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,26.5,14.75,3.5,true,true,true,true,-4
classic_acceptance_second_attempt_reclaim,2026-03-30,call_trigger,6427.67,2026-03-30T09:32:00-04:00,2026-03-30T09:33:00-04:00,2026-03-30T09:47:00-04:00,6431.75,6427,0.67,16,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,24,10,5,true,true,true,true,-5.5
non_acceptance_protocol,2026-03-30,call_trigger,6427.67,2026-03-30T09:53:00-04:00,2026-03-30T09:54:00-04:00,2026-03-30T09:56:00-04:00,6433.75,6423.25,4.42,18,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,22,10.75,10.75,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,call_trigger,6427.67,2026-03-30T09:53:00-04:00,2026-03-30T09:54:00-04:00,2026-03-30T09:55:00-04:00,6428,6423.25,4.42,18,16,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,27.75,5,5,true,true,true,false,2.5
non_acceptance_protocol,2026-03-30,call_trigger,6427.67,2026-03-30T10:15:00-04:00,2026-03-30T10:18:00-04:00,2026-03-30T10:30:00-04:00,6430,6423,4.67,19,16,1,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,22.5,11.75,7.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,call_trigger,6427.67,2026-03-30T10:15:00-04:00,2026-03-30T10:18:00-04:00,2026-03-30T10:19:00-04:00,6431.25,6423,4.67,19,16,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,21.25,4.25,8.5,true,true,true,false,2.5
simple_reclaim_unclassified,2026-03-30,call_trigger,6427.67,2026-03-30T11:19:00-04:00,2026-03-30T11:20:00-04:00,2026-03-30T11:20:00-04:00,6429.25,6427,0.67,23,2,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2.25,24.5,2.5,true,false,false,false,1.5
simple_reclaim_unclassified,2026-03-30,ext_plus_1,6446.03,2026-03-30T02:58:00-04:00,2026-03-30T03:57:00-04:00,2026-03-30T03:57:00-04:00,6446.75,6429.25,16.78,0,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,0.5,14.75,17.75,false,false,false,false,0
non_acceptance_protocol,2026-03-30,ext_plus_1,6446.03,2026-03-30T05:18:00-04:00,2026-03-30T06:17:00-04:00,2026-03-30T06:28:00-04:00,6455,6432.75,13.28,7,16,1,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,8.25,12.25,22.5,true,true,true,false,2.5
simple_reclaim_unclassified,2026-03-30,ext_plus_1,6446.03,2026-03-30T07:02:00-04:00,2026-03-30T07:04:00-04:00,2026-03-30T07:04:00-04:00,6448.5,6442.75,3.28,15,16,1,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,20.25,2.5,6,true,true,true,false,2.5
simple_reclaim_unclassified,2026-03-30,ext_plus_1,6446.03,2026-03-30T08:38:00-04:00,2026-03-30T08:39:00-04:00,2026-03-30T08:39:00-04:00,6446.5,6445,1.03,15,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,1.75,32.75,1.75,false,false,false,true,-2.25
classic_acceptance_backtest_from_below,2026-03-30,ext_plus_1,6446.03,2026-03-30T09:01:00-04:00,2026-03-30T10:00:00-04:00,2026-03-30T10:01:00-04:00,6447.25,6414.5,31.53,16,6,1,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,8.5,24.25,33,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,ext_plus_1,6446.03,2026-03-30T10:20:00-04:00,2026-03-30T10:36:00-04:00,2026-03-30T10:37:00-04:00,6449.5,6427.75,18.28,18,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3,31.25,22,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-30,ext_plus_1,6446.03,2026-03-30T10:20:00-04:00,2026-03-30T10:36:00-04:00,2026-03-30T10:42:00-04:00,6446.5,6427.75,18.28,18,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,6,28.25,19,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-30,ext_plus_2,6460.86,2026-03-30T06:27:00-04:00,2026-03-30T07:26:00-04:00,2026-03-30T07:30:00-04:00,6463.75,6442.75,18.11,1,1,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,5,7.75,21.25,true,true,false,false,2.5
non_acceptance_protocol,2026-03-30,ext_plus_2,6460.86,2026-03-30T07:50:00-04:00,2026-03-30T07:52:00-04:00,2026-03-30T08:05:00-04:00,6461,6458.75,2.11,4,14,1,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,10.25,47.25,2.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-30,ext_plus_2,6460.86,2026-03-30T07:50:00-04:00,2026-03-30T07:52:00-04:00,2026-03-30T07:53:00-04:00,6462.25,6458.75,2.11,4,14,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,9,36.5,3.75,true,true,false,false,2.5
non_acceptance_protocol,2026-03-30,ext_plus_2,6460.86,2026-03-30T08:12:00-04:00,2026-03-30T08:13:00-04:00,2026-03-30T08:30:00-04:00,6463,6460,0.86,7,16,1,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,8.25,49.25,3.25,true,true,false,false,2.5
non_acceptance_protocol,2026-03-31,put_trigger,6353.64,2026-03-30T19:23:00-04:00,2026-03-30T19:24:00-04:00,2026-03-30T19:24:00-04:00,6359.25,6353.25,0.39,0,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,70.25,4,6.25,true,true,true,false,2.5
non_acceptance_protocol,2026-03-31,prev_close,6383.25,2026-03-30T18:39:00-04:00,2026-03-30T19:38:00-04:00,2026-03-30T19:43:00-04:00,6389,6353.25,30,1,1,6,1,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,65,5.5,36,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-31,prev_close,6383.25,2026-03-30T18:39:00-04:00,2026-03-30T19:38:00-04:00,2026-03-30T19:42:00-04:00,6384,6353.25,30,1,1,6,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,70,3.5,31,true,true,true,false,2.5
non_acceptance_protocol,2026-03-31,call_trigger,6412.86,2026-03-30T18:46:00-04:00,2026-03-30T19:45:00-04:00,2026-03-30T19:46:00-04:00,6422.5,6353.25,59.61,0,6,5,2,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,31.5,23.25,69.5,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-03-31,call_trigger,6412.86,2026-03-30T18:46:00-04:00,2026-03-30T19:45:00-04:00,2026-03-30T19:46:00-04:00,6422.5,6353.25,59.61,0,6,5,2,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,31.5,23.25,69.5,true,true,true,false,2.5
ladder_first_reclaim,2026-03-31,call_trigger,6412.86,2026-03-30T18:46:00-04:00,2026-03-30T19:45:00-04:00,2026-03-30T19:45:00-04:00,6414.75,6353.25,59.61,0,6,5,2,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,39.25,18.25,61.75,true,true,true,false,2.5
non_acceptance_protocol,2026-03-31,call_trigger,6412.86,2026-03-30T20:05:00-04:00,2026-03-30T20:18:00-04:00,2026-03-30T20:20:00-04:00,6418.5,6399.25,13.61,5,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,35.5,2.75,19.5,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-03-31,call_trigger,6412.86,2026-03-30T20:05:00-04:00,2026-03-30T20:18:00-04:00,2026-03-30T20:19:00-04:00,6416,6399.25,13.61,5,16,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,38,2.75,17,true,true,true,false,2.5
non_acceptance_protocol,2026-03-31,ext_plus_1,6431.18,2026-03-30T19:26:00-04:00,2026-03-30T20:25:00-04:00,2026-03-30T20:26:00-04:00,6437.25,6362.25,68.93,0,16,6,2,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,16.75,5.75,75.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-03-31,ext_plus_1,6431.18,2026-03-30T19:26:00-04:00,2026-03-30T20:25:00-04:00,2026-03-30T20:26:00-04:00,6437.25,6362.25,68.93,0,16,6,2,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,16.75,5.75,75.25,true,true,true,false,2.5
ladder_first_reclaim,2026-03-31,ext_plus_1,6431.18,2026-03-30T19:26:00-04:00,2026-03-30T20:25:00-04:00,2026-03-30T20:25:00-04:00,6432.25,6362.25,68.93,0,16,6,2,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,21.75,5,70.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-31,ext_plus_1,6431.18,2026-03-31T00:06:00-04:00,2026-03-31T00:07:00-04:00,2026-03-31T00:21:00-04:00,6432.75,6430.75,0.43,3,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,11.75,4.5,2.25,true,true,false,true,-2.75
non_acceptance_protocol,2026-03-31,ext_plus_1,6431.18,2026-03-31T01:07:00-04:00,2026-03-31T01:18:00-04:00,2026-03-31T01:29:00-04:00,6433.5,6428.25,2.93,4,16,5,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,4.25,12,5.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-03-31,ext_plus_1,6431.18,2026-03-31T01:41:00-04:00,2026-03-31T01:50:00-04:00,2026-03-31T01:51:00-04:00,6431.5,6427.25,3.93,8,2,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,21.75,10,4.5,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-31,ext_plus_1,6431.18,2026-03-31T01:41:00-04:00,2026-03-31T01:50:00-04:00,2026-03-31T01:54:00-04:00,6432.5,6427.25,3.93,8,2,1,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,20.75,11,5.5,true,true,true,false,2.5
non_acceptance_protocol,2026-03-31,ext_plus_1,6431.18,2026-03-31T02:11:00-04:00,2026-03-31T02:27:00-04:00,2026-03-31T02:35:00-04:00,6437.25,6421.5,9.68,11,1,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,19.25,2.25,16,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-03-31,ext_plus_1,6431.18,2026-03-31T02:11:00-04:00,2026-03-31T02:27:00-04:00,2026-03-31T02:30:00-04:00,6433.25,6421.5,9.68,11,1,6,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,23.25,2.75,12,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-03-31,ext_plus_1,6431.18,2026-03-31T05:37:00-04:00,2026-03-31T05:54:00-04:00,2026-03-31T06:03:00-04:00,6435.75,6423.75,7.43,14,16,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,31.25,4.5,12.25,true,true,true,false,2.5
